name,place_of_birth,date_of_birth,date_of_death,place_of_death,nationality
Martin Monnickendam,Amsterdam,1874-02-25,1943-01-04,Amsterdam,
Martin Mytens (I),Den Haag,1648-06-01,1736,Stockholm,
Martin Palin,,,,,
Martin Roemers,Oldehove,1962-08-21,,,
Martin Schedel,Tannheim,1677,1748,Saksen,
Martin Speer,Regensburg,1702,1765-10-28,Regensburg,
Martinotto Frères,,,,,
Martinus Nellius,,1674,1719-10-28,Den Haag,
Martinus Schouman,Dordrecht,1770-01-29,1848-10-30,Breda,
Martinus van Regteren Altena,Amsterdam,1866-09-19,1908-10-10,Nunspeet,
Master of Alkmaar,,,,,
Master of Delft,,,,,
Master of the Amsterdam Death of the Virgin,,,,,
Master of the Brunswick Diptych,,,,,
Master of the Magdalen Legend,,,,,
Master of the St Elizabeth Panels,,,,,
Mateo Cerezo (II),Burgos,1637-04-19,1666-06-29,Madrid,
Mathew Benjamin Brady,Lake George,1823,1896-01-15,New York,
Mathias de Sallieth,Praag,1749,1791-11-29,Rotterdam,
Mathieu Lauweriks,Roermond,1864-08-25,1932-04-15,Amsterdam,
Mathieu Lenain (le cadet),Laon,1607,1677-04-20,Parijs,
Mathieu-Deroche,Dijon,1837-02-18,,,
Matthaeus Seutter (III),Augsburg,1678-09-20,1757-03-16,Augsburg,
Mattheus Borrekens,Antwerpen,1615,1670-12-25,,
Mattheus Ignatius van Bree,Antwerpen,1773,1839-12-15,Antwerpen,
Mattheus Terwesten,Den Haag,1670-02-23,1757-06-11,Den Haag,
Mattheus Verheyden,Breda,1700-07-01,1777-11-03,Den Haag,
Matthias Stom,Amersfoort,1600,1649,,
Matthias Wulfraet,Arnhem,1648-01-01,1727,Amsterdam,
Matthieu Dubus,Zuid-Vlaanderen,1590,1666,Den Haag,
Matthieu van Plattenberg,Antwerpen,1608,1660-09-19,Parijs,
Matthijs Adolph Conen,Pruisen,1833-07-09,1894-01-09,Hengelo,
Matthijs Maris,Den Haag,1839-08-17,1917-08-22,Londen,
Matthijs Naiveu,Leiden,1647-04-16,1726-06-04,Amsterdam,
Matthijs Pool,Amsterdam,1676,1740-03-25,Amsterdam,
Matthijs Schoevaerdts,Brussel,1665,,,
Matthäus Greuter,Straatsburg,1564,1638-08-22,Rome,
Maujean & Dubois et Cie.,,,,,
Maull & Polyblank,,,,,
Maurice Baquoy,,1680,1747-08-06,,
Maurice Loewy,Mariënbad,1833,1907,Parijs,
Maurits E.H.R. van den Kerkhoff,Philippine,1830-02-07,1908-02-15,Malang,
Maurits Verveer,Den Haag,1817-05-07,1903-03-23,Den Haag,
Max Büttinghausen,,1847-02-15,1906-12-25,Amsterdam,
Max Cosman,Kleef,1852-10-02,1894-05-26,Amsterdam,
Maxime Du Camp,Parijs,1822,1894,Baden-Baden,
Mayer & Pierson,,,,,
McLean & Melhuish,,,,,
Meester Allegro,,,,,
Meester E.S.,,,,,
Meester FSW,,,,,
Meester FVB,,,,,
Meester W met de Sleutel,,,,,
Meester met de Papegaai,,,,,
Meester van Badia a Isola,,,,,
Meester van San Miniato,,,,,
Meester van de Amsterdamse Bodegón,,,,,
Meester van de Conversazione di Santo Spirito,,,,,
Meester van de Paardenhoofden,,,,,
Meester van de Vrouwelijke Halffiguren,,,,,
Meester van het Salemer Altaar,,,,,
Meijer Bleekrode,Amsterdam,1896-02-13,1943-04-23,Sobibór,
Meijer Isaäc de Haan,Amsterdam,1852-04-14,1895-10-24,Amsterdam,
Meindert Hobbema,Amsterdam,1638-10-31,1709-12-07,Amsterdam,
Melchior Brassauw,Mechelen,1709,1757,Antwerpen,
Melchior d'Hondecoeter,Utrecht,1636,1695-04-03,Amsterdam,
Melis Jansz Kock,,,,,
Melozzo da Forlì,Forli,1438,1494-11-08,Forli,
Meno Haas,Hamburg,1752,1833-10-16,Berlijn,
Menso Kamerlingh Onnes,Brussel,1860-02-25,1925-06-19,Oegstgeest,
Merienne,,,,,
Meynert Jelissen,,,,,
Michael Burghers,Utrecht,1640,1723,,
Michael Snijders,Antwerpen,1586-09-08,1672-12-18,Antwerpen,
Michael Sweerts,Brussel,1618-09-29,1664,Goa,
Michel Berthaud,,1845,1912,,
Michel Mosin,,,,,
Michel Natalis,Luik,1610-10-10,1668-12-03,Luik,
Michel-Martin Drolling,Parijs,1786-03-07,1851-01-09,Parijs,
Michiel Jansz van Mierevelt,Delft,1567-05-01,1641-06-27,Delft,
Michiel Mosijn,Amsterdam,1630,,,
Michiel Nouts,Delft,1628-04-13,1693-07-15,,
Michiel Simons (II),,,1673-05-20,Utrecht,
Michiel Versteegh,Dordrecht,1756-08-30,1843-11-08,Dordrecht,
Michiel le Blon,Frankfurt am Main,1587-07-09,1656,Amsterdam,
Michiel van Musscher,Rotterdam,1645-01-27,1705-06-20,Amsterdam,
Michiel van Vries,,,1702,,
Michèle Mang,Beieren,1840,1909-02-22,Rome,
Mohammad Toha Adimidjojo,,1937,,,
Mondel & Jacob,,,,,
Monogrammist AC (16e eeuw),,,,,
Monogrammist AG (16e eeuw),,,,,
Monogrammist CI (17e eeuw),,,,,
Monogrammist CL,,,,,
Monogrammist CR (16e eeuw),,,,,
Monogrammist DB (etser 18de eeuw),,,,,
Monogrammist DB (schilder),,,,,
Monogrammist DH (Duitsland),,,,,
Monogrammist FG,,,,,
Monogrammist FK (Noordelijke Nederlanden),,,,,
Monogrammist GF (schilder),,,,,
Monogrammist HIS,,,,,
Monogrammist HK (Nederland),,,,,
Monogrammist IG,,,,,
Monogrammist IL (schilder),,,,,
Monogrammist IVA,,,,,
Monogrammist JS (Frankrijk),,,,,
Monogrammist JVR,,,,,
Monogrammist LH (Nederlanden),,,,,
Monogrammist MHVH,,,,,
Monogrammist PM (15e eeuw),,,,,
Monogrammist SB (16e eeuw),,,,,
Moritz Calisch,Amsterdam,1819-04-12,1870-03-13,Amsterdam,
Moritz Steinla,Steinlah,1791-08-21,1858-09-21,Dresden,
Moses ter Borch,,1645-06-19,1667-07-12,Harwich,
Moyses van Wtenbrouck,Den Haag,1600,1647,Den Haag,
Mulnier,,,,,
Munnich & Ermerins,,,,,
N. Blanc et Cie.,,,,,
N. Hense,,,,,
N. Knop,,,,,
N. de Hen,,,,,
N. van Til,,,,,
N.A. Dietz,,,,,
N.L. Peschier,,,1680,,
Nagai Sogaku,,,,,
Narcisse Virgile Diaz de la Peña,Bordeaux,1808-08-21,1876-11-18,Menton,
Natori Shunsen,,1886,1960,,
Nederlandsche Stereoscoop Maatschappij,,,,,
Negoro Raizan,,,,,
Negretti & Zambra,,,,,
Neurdein Frères,,,,,
Nicaise De Keyser,Santvliet,1813-08-26,1887-07-16,Antwerpen,
Nicaise de Ruyter,,1646,1688,,
Niccolò Cassana,Venetië,1659,1714,Londen,
Niccolò da Foligno,Foligno,1430,1502,Foligno,
Niccolò di Pietro Gerini,Florence,,1415,Florence,
Nicolaas Bastert,Maarsseveen,1854-01-07,1939-04-18,Loenen aan de Vecht,
Nicolaas Baur,Harlingen,1767,1820-03-28,Harlingen,
Nicolaas Jan Boon,,1862,1921,,
Nicolaas Jelles van Ulsen,,,,,
Nicolaas Johannes Roosenboom,Schellingwoude,1805-08,1880-03-01,Assen,
Nicolaas Pieneman,Amersfoort,1809-01-01,1860-12-30,Amsterdam,
Nicolaas Reyers,Leiden,1719-10-04,1784-02-07,Leiden,
Nicolaas Verkolje,Delft,1673-04-11,1746-01-21,Amsterdam,
Nicolaas Wieringa,Leeuwarden,1626,1681-12-30,Leeuwarden,
Nicolaas van Eyck (II),Antwerpen,1617,1679,Antwerpen,
Nicolaas van der Waay,Amsterdam,1855-10-15,1936-12-18,Amsterdam,
Nicolaes Cornelisz. Witsen,Amsterdam,1641-05-05,1717-08-10,Amsterdam,
Nicolaes Eliasz. Pickenoy,Amsterdam,1588,1656,Amsterdam,
Nicolaes Jansz. Clock,,,,,
Nicolaes Knüpfer,Leipzig,1609,1655,Utrecht,
Nicolaes Lachtropius,,,,,
Nicolaes Maes,Dordrecht,1634-01,1693-11-24,Amsterdam,
Nicolaes Muys,Rotterdam,1740-04-21,1808-02-28,Rotterdam,
Nicolaes Pietersz. Berchem,Haarlem,1620,1683-02-18,Amsterdam,
Nicolaes Ryckmans,Edam,1595,,,
Nicolaes de Bruyn,Antwerpen,1571,1656-10,Rotterdam,
Nicolaes de Giselaer,Dordrecht,1583,1646,,
Nicolaes van Borculo,Utrecht,1580,1634-05,Utrecht,
Nicolaes van Geelkercken,Scherpenzeel,1586-10,1656-09,,
Nicolaes van Gelder,Leiden,1636,1675,,
Nicolaes van Helt Stockade,Nijmegen,1614,1669-11-26,Amsterdam,
Nicolas Andriomenos,,,,,
Nicolas Aubry,Loir-et-Cher,1844-09-07,1924-11-17,Laon,
Nicolas Beatrizet,Lunéville,1515,1565,,
Nicolas Bernard Lépicié,Parijs,1735-06-16,1784-09-14,Parijs,
Nicolas Bertin,Parijs,1668,1736,Parijs,
Nicolas Claude Persus,,,,,
Nicolas Cochin,Troyes,1610,1686,Parijs,
Nicolas Etienne Edelinck,Parijs,1681,1767-05-11,Parijs,
Nicolas Perelle,Parijs,1631,1695,Orléans,
Nicolas Toussaint Charlet,Parijs,1792-12-20,1845-12-30,Parijs,
Nicolas de Beauvais,Parijs,1687,1763,Parijs,
Nicolas de Fer,,1647,1720-10-25,,
Nicolas de Largillière,Parijs,1656-10-20,1746-03-20,Parijs,
Nicolò Rondinello,,1450,1510,,
Niels Rode,Kopenhagen,1743,1794,Leiden,
Noach van der Meer,,,,,
Noach van der Meer (II),Leiden,1741-04-16,1822-02-20,Amsterdam,
Norbert Goeneutte,Parijs,1854-07-24,1894-10-09,Auvers-sur-Oise,
Norbert van Bloemen,Antwerpen,1670,,Amsterdam,
Noël Challe,Parijs,1721,1775,Verenigde Staten van Amerika,
Noël Marie Paymal Lerebours,Neuilly-sur-Seine,1807-02-16,1873,Neuilly-sur-Seine,
Numa Blanc,Millau,1816-02-28,1897-02-09,Pau,
O. Hisgen & Co.,,,,,
Obelle,,,,,
Odilon Redon,Bordeaux,1840-04-22,1916-07-06,Parijs,
Ohannes Kurkdjian,,1851,1903,,
Olaf Martin Peder Vaering,Christiania,1837-04-30,1906-11-26,,
Oldham & Cooper,,,,,
Orazio Borgianni,Rome,1578,1616-01-11,Rome,
Orazio de Santis,,,,,
Ordnance Survey Office Southampton,,,,,
Oscar Gustave Rejlander,Zweden,1813,1875,,
Osias Beert (I),Antwerpen,1580,1623,Antwerpen,
Ottavio Mario Leoni,Rome,1587,1630-09-04,Rome,
Ottmar Elliger (I),,1633-09-18,1679,,
Otto Eerelman,Groningen,1839-03-23,1926-10-03,Groningen,
Otto H. Müller,,,,,
Otto Marseus van Schrieck,Nijmegen,1620,1678-06-22,Amsterdam,
Otto Mertens,,,,,
Otto Pettersson & Co.,Lund,1831-10-17,1888-12-17,Malmö,
Otto van Veen,Leiden,1556,1629-05-06,Brussel,
Ottomar Anschütz,Leszno,1846-05-16,1907-05-30,Berlijn,
P. Bertoja,,,,,
P. Krapp,,,,,
P. Moithey (l'ainé),,,,,
P. Oosterhuis,Groningen,1816-01-20,1885-06-08,Amsterdam,
P. Paulsen,,,,,
P. Siewers & Zoon,,,,,
P. Tonnet,,,,,
P. Vlaanderen & C. van der Aa,,,,,
P.M. Peters,,,,,
Pablo Vergós,,1465,1495,,
Panhard Frères,,,,,
Pantaleon Szyndler,Warschau,1846-07-26,1905-01-31,Warschau,
Paolo Farinati,,1524,1606,,
Paolo Lombardi,Siena,1827,1890,Siena,
Paolo Salviati,,,,,
Paolo Veronese,Verona,1528,1588-04-19,Venetië,
Paris Bordone,Treviso,1500,1571-01-19,Venetië,
Pascal Sébah,,1823,1886,,
Paul (fotograaf),,,,,
Paul Bril,Antwerpen,1554,1626-10-07,Rome,
Paul Delahaye,,,,,
Paul Emile Pesme,,1826,1877,,
Paul Emile Placet,,,,,
Paul Güssfeldt,,,,,
Paul Henri Jean Reynet de la Rue,Alkmaar,1839-02-11,1927-07-22,Amsterdam,
Paul Huf,Amsterdam,1924-03-15,2002-01-09,Amsterdam,
Paul Joseph Constantin Gabriël,Amsterdam,1828,1903-08-23,Scheveningen,
Paul Marès,,1825,1900,,
Paul Maujean,,1816,,,
Paul Nadar,Parijs,1856-02-08,1939-09-01,Parijs,
Paul Ney,,1840,1905,Berchtesgaden,
Paul Rink,Veghel,1861-12-25,1903-09-02,Edam,
Paul Robert,,1866,1898-04-13,,
Paul van Rosendael,,,,,
Paul van Somer (II),Amsterdam,1659,1704,,
Paulus Bor,Amersfoort,1601,1669-08-10,Amersfoort,
Paulus Charles Gerard Poelman,,1792,1846-04-18,Pisa,
Paulus Constantijn la Fargue,Den Haag,1729-01-05,1782-06-11,Den Haag,
Paulus Hennekyn,Antwerpen,1612,1672-04-15,Amsterdam,
Paulus Moreelse,Utrecht,1571,1638-03-19,Utrecht,
Paulus Pontius,Antwerpen,1603-05-27,1658-01-16,Antwerpen,
Paulus Potter,Enkhuizen,1625,1654,Amsterdam,
Paulus van Liender,Utrecht,1731,1797-05-26,Utrecht,
Paulus van Vianen (II),Praag,1613,1652-06-28,Utrecht,
Paulus van Wtewael,,,,,
Pauwels van Hillegaert,Amsterdam,1596,1658,Amsterdam,
Peeter Baltens,Antwerpen,1528,1584,Antwerpen,
Peeter Gijsels,Antwerpen,1621-12-03,1690,Antwerpen,
Peeter Snayers,Antwerpen,1592-11-24,1666,Brussel,
Peeter Snijers,Antwerpen,1681-03-30,1752-05-04,Antwerpen,
Pellegrino Tibaldi,Puria,1527,1596-05-27,Milaan,
Percy H. Slater,,,,,
Peronet,,,,,
Peter Carstensen,Denemarken,1817-06-10,,,
Peter Clausing,Haarlem,1870-05-21,1913-07-31,Haarlem,
Peter Danckerts de Rij,Amsterdam,1605,1661,Rudnik,
Peter Henry Bosse,Duitsland,1844,1903,,
Peter Henry Emerson,Cuba,1856-05-13,1936-05-12,Falmouth,
Peter Lely (Sir),Soest (Utrecht),1618-10-14,1680-12-07,Londen,
Peter Paul Joseph Noël,Waulsort,1789-04-11,1822-11-27,Sosoye,
Peter Paul Rubens,Siegen,1577-06-28,1640-05-30,Antwerpen,
Peter van Liesebetten,Antwerpen,1630-06-20,1678,Antwerpen,
Petrus Clouwet,Antwerpen,1629-04-09,1670-04-29,Antwerpen,
Petrus Gerardus Vertin,Den Haag,1819-03-21,1893-09-14,Den Haag,
Petrus Groenia,Makkum,1769-10-05,1844-07-01,Koudekerk aan den Rijn,
Petrus Johannes Arendzen,Amsterdam,1846-10-23,1932-12-16,Hampstead,
Petrus Johannes Schotel,Dordrecht,1808-08-19,1865-07-23,Dresden,
Petrus Johannes van Reysschoot,,1702-01-18,1772-02-22,Gent,
Petrus Rucholle,Antwerpen,1618,1647,Antwerpen,
Petrus van Schendel,Terheijden,1806-04-21,1870-12-28,Brussel,
Petz & Co.,,,,,
Philibert Bouttats,Antwerpen,1635-05-30,1708,,
Philip Henry Delamotte,Sandhurst,1821-04-21,1889-02-24,Bromley,
Philip Sadée,Den Haag,1837-02-07,1904-12-14,Den Haag,
Philip Schey,,,,,
Philip Zilcken,Den Haag,1857-04-20,1930-10-03,Villefranche-sur-Mer,
Philip van Dijk,Amsterdam,1683-01-10,1753-02-03,Den Haag,
Philipp Rumpf,Frankfurt am Main,1821-12-19,1896-01-16,Frankfurt am Main,
Philipp Sadeler,,,,,
Philipp Veith,Dresden,1768-02-08,1837-06-18,Dresden,
Philippe Abel,,1838,1929,Bourges,
Philippe Guillaume Houdet,,,,,
Philippe de Soye,,1538,,,
Philippus Velijn,Leiden,1787-01-31,1836-05-04,Amsterdam,
Philippus van der Schley,Amsterdam,1724-08-23,1817-10-29,Amsterdam,
Philips Galle,Haarlem,1537,1612-03-29,Antwerpen,
Philips Koninck,Amsterdam,1619-11-05,1688-04-10,Amsterdam,
Philips Vinckboons (II),Amsterdam,1608,1678-02-10,Amsterdam,
Philips Wouwerman,Haarlem,1619-05-24,1668-05-19,Haarlem,
Photoglob & Co.,,,,,
Photographie Artistique,,,,,
Photographie De Concurrent,,,,,
Photographie Française,,,,,
Photographie du Regiment Réservé,,,,,
Photographisch Atelier De Rembrandt,,,,,
Photographische Gesellschaft,,,,,
Pier Francesco Foschi,,1502,1567,,
Piero di Cosimo,Florence,1462-01-01,1522-04-12,Florence,
Pierre Alexandre Aveline,Parijs,1702,1760,Parijs,
Pierre Antoine Demachy,Parijs,1723-09-19,1807-09-10,Parijs,
Pierre Charles Ingouf,Parijs,1746,1800,Parijs,
Pierre Chenu,Parijs,1730,1780,,
Pierre Daret,Parijs,1604,1678-03-29,Dax,
Pierre Denis Plumier,Antwerpen,1688,1721,Londen,
Pierre Edouard Frère,Parijs,1819,1886-05-20,Écouen,
Pierre François De Noter,Waelhem,1779-02-23,1843-11-22,Gent,
Pierre François Giffart,Parijs,1677,1723,,
Pierre Henri Puiseux,Théâtre des Folies-Marigny,1855-07-20,1928-09-28,,
Pierre Hippolyte Vauvray,,,,,
Pierre Joseph Jacques Tiberghien,Menen,1755-07-30,1810-12-09,Gent,
Pierre Lepautre,Parijs,1660,1744-01-22,Parijs,
Pierre Louis Dubourcq,Amsterdam,1815-04-25,1873-05-05,Amsterdam,
Pierre Narcisse Guérin,Parijs,1774-03-13,1833-07-16,Rome,
Pierre Ogée,,,,,
Pierre Petit,Aups,1832-08-15,1909-02-16,Parijs,
Pierre Prud'hon,Cluny,1758-04-04,1823-02-14,Parijs,
Pierre Prévost,Montigny-le-Gannelon,1764-09-07,1823-01-09,Parijs,
Pierre Quentin Chedel,Châlons-en-Champagne,1705,1763-06-01,Châlons-en-Champagne,
Pierre Tetar van Elven,Sint-Jans-Molenbeek,1828-08-30,1908-01-05,Milaan,
Pierre Van Hanselaere,Gent,1786-07-31,1862-03-10,Gent,
Pierre Vanhuysen,,,,,
Pierre Weijnen,Maastricht,1861-01-16,1933-02-08,'s-Hertogenbosch,
Pierre Weynen & Fils,,,,,
Pierre-Edmé Babel,Parijs,1720-11-11,1775-10-26,,
Pierre-Edouard Dechamps,Namen,1828,1896,Luik,
Pierson & Mulnier Mayer,,,,,
Piet Mondriaan,Amersfoort,1872-03-07,1944-02-01,New York,
Pieter Aertsen,Amsterdam,1508,1575-06-02,Amsterdam,
Pieter Alardus Haaxman,Delft,1814-11-12,1887-12-21,Delft,
Pieter Anthonisz Groenewegen,,,,,
Pieter Balthasar Bouttats,Antwerpen,1666,1755,Antwerpen,
Pieter Bartholomeusz. Barbiers,Amsterdam,1772-01-23,1837-09-10,Haarlem,
Pieter Bast,Antwerpen,1570,1605-03-17,Leiden,
Pieter Bodding van Laer,Haarlem,1599-12-14,1642-06-30,Rome,
Pieter Boersma,,1945-03-07,,,
Pieter Borselaer,Middelburg,,,,
Pieter Bout,,1658-12-05,1719-01-28,Brussel,
Pieter Brueghel (II),Brussel,1564-10-10,1638,Antwerpen,
Pieter Christoffel Wonder,Utrecht,1780-01-10,1852-07-12,Amsterdam,
Pieter Claesz.,Berchem,1598,1660,Haarlem,
Pieter Codde,Amsterdam,1599,1678-10-12,Amsterdam,
Pieter Codde van Enchuysen,,,,,
Pieter Coecke van Aelst (I),Aalst,1502,1550-12-06,Brussel,
Pieter Cornelis Nicolaas van de Poll,Amersfoort,1825,1892-10-17,Utrecht,
Pieter Cornelisz. van Egmondt,Leiden,1622,1663,,
Pieter Cornelisz. van Rijck,Delft,1568,1628,,
Pieter Cornelisz. van Slingelandt,Leiden,1640-10,1691-11-07,Leiden,
Pieter Daniel van der Burgh,Den Haag,1805-11-09,1879-07-26,Rijswijk,
Pieter Dubordieu,L'Ile-Bouchard,1608,1678,,
Pieter Dupont,Amsterdam,1870-07-05,1911-02-07,Hilversum,
Pieter Feddes van Harlingen,Harlingen,1586,1623-07-10,Leeuwarden,
Pieter Fransz. de Grebber,Haarlem,1600,1653-11-18,Haarlem,
Pieter Gaal,Middelburg,1769-07-19,1819-01-18,Middelburg,
Pieter Gallis,,,,,
Pieter Gerardus van Os,Den Haag,1776-10-08,1839-03-28,Den Haag,
Pieter Godfried Bertichen,Amsterdam,1796,1833,,
Pieter Hendricksz. Schut,,1619,1660,Amsterdam,
Pieter Hendrik Jonxis,Utrecht,1757-07-03,1843-05-31,Utrecht,
Pieter Hermansz. Verelst,Dordrecht,1618,1678,,
Pieter Holsteyn (II),Haarlem,1614,1673-11,Haarlem,
Pieter Huys,,1529,1591,,
Pieter Isaacsz.,Helsingør,1569,1625-09-14,Helsingør,
Pieter Jacobsz. Duyfhuysen,Rotterdam,1608,1677,Rotterdam,
Pieter Jan Kaiser,Leiden,1838-03-03,1916-06-22,Nijmegen,
Pieter Jansz Quast,Amsterdam,1606,1647-06,Amsterdam,
Pieter Jansz. Saenredam,Assendelft,1597-06-09,1665-05,Haarlem,
Pieter Jansz. van Asch,,1603,1678-06-06,,
Pieter Jansz. van Ruyven,Delft,1651-03-07,1716-05-17,Delft,
Pieter Joseph Sauvage,Doornik,1744-01-19,1818-06-11,Doornik,
Pieter Koene,Amsterdam,1863,1943,Amsterdam,
Pieter Lastman,Amsterdam,1583,1633-04-04,Amsterdam,
Pieter Lodewijk Francisco Kluyver,Amsterdam,1816-03-22,1900-01-04,Amsterdam,
Pieter Meulener,Antwerpen,1602-02-18,1654-11-27,Antwerpen,
Pieter Mulier (I),Haarlem,1615,1659-05-26,Haarlem,
Pieter Nason,Amsterdam,1612,1690,Den Haag,
Pieter Neefs (I),Antwerpen,1578,1656,Antwerpen,
Pieter Nolpe,Amsterdam,1614,1653,Amsterdam,
Pieter Oosterhuis,Groningen,1816-01-20,1885-06-08,Amsterdam,
Pieter Oyens,Amsterdam,1842-07-29,1894-02-16,Brussel,
Pieter Pietersz. (I),Antwerpen,1541,1603,Amsterdam,
Pieter Pietersz. Barbiers,Amsterdam,1749-10-26,1842-10-26,Amsterdam,
Pieter Pourbus,Gouda,1510,1584-01-30,Brugge,
Pieter Rijsbraeck,Antwerpen,1655,1729,Brussel,
Pieter Rodingh,,,,,
Pieter Romans,Amsterdam,1815-08-04,1835-01-13,Amsterdam,
Pieter Roosing,Rotterdam,1794-04-01,1839-05-08,Rotterdam,
Pieter Rottermondt,Den Haag,,1706,Den Haag,
Pieter Rudolph Kleijn,Hooge Zwaluwe,1785-05-17,1816-02-15,,
Pieter Sane,,,,,
Pieter Schenk (I),Elberfeld,1660-12-26,1711,Leipzig,
Pieter Serwouters,Antwerpen,1586-10-28,1657-09-26,Amsterdam,
Pieter Siewers,,1819-02-07,1898-04-03,Edam,
Pieter Sjoerds Gerbrandy,Goëngamieden,1885-04-13,1961-09-07,Den Haag,dutch
Pieter Sluyter,Amsterdam,1675,1733,Amsterdam,
Pieter Stalpaert,Brussel,1572,1639-07,Amsterdam,
Pieter Symonsz. Potter,Enkhuizen,1600,1652,Amsterdam,
Pieter Valck,Leeuwarden,,,,
Pieter Verbruggen (II),Antwerpen,1640,1691-10-06,Antwerpen,
Pieter Vlaanderen,Amsterdam,1840-09-08,1878-08-06,Alkmaar,
Pieter Vogelaer,Zierikzee,1641,1730,,
Pieter Willem Sebes,Harlingen,1827-11-12,1906-04-14,Amsterdam,
Pieter Wouwerman,Haarlem,1623-09-13,1682-05-09,Amsterdam,
Pieter de Bailliu (I),Antwerpen,1613,1660,Antwerpen,
Pieter de Bloot,,,,,
Pieter de Hooch,Rotterdam,1629-12-20,1679,Amsterdam,
Pieter de Jode (I),Antwerpen,1570,1634-08-09,Antwerpen,
Pieter de Jode (II),Antwerpen,1606-11-22,1674,Engeland,
Pieter de Josselin de Jong,Sint-Oedenrode,1861-08-02,1906-06-02,Amsterdam,
Pieter de Mare,Leiden,1758-01-30,1796-06,Leiden,
Pieter de Molijn,Londen,1595-04-06,1661-03-23,Haarlem,
Pieter de Neyn,Leiden,1597-12-16,1639-03-16,Leiden,
Pieter de Putter,,1600,1659-11-20,Beverwijk,
Pieter de Ring,Ieper,1615,1660-09-22,Leiden,
Pieter des Ruelles,Amsterdam,1630,1658-04-06,Amsterdam,
Pieter van Anraedt,,,,,
Pieter van Call (II),Den Haag,1688,1737,Den Haag,
Pieter van Gunst,Amsterdam,1659,1731-05-22,,
Pieter van Noort,Leiden,1625,1672,Zwolle,
Pieter van den Berge,Amsterdam,1659-11-16,1737-12-11,Amsterdam,
Pieter van der Aa (I),Leiden,1659-08-03,1733,Leiden,
Pieter van der Borcht (I),Mechelen,1545,1608,Antwerpen,
Pieter van der Heyden,Antwerpen,1540,1582,,
Pieter van der Werff,Kralingen-Ambacht,1665,1722-09-26,Rotterdam,
Pietro Camporesi (I),Rome,1726-10-20,1781,Rome,
Pietro Floriani,,,,,
Pietro Longhi,Venetië,1702,1785-05-08,Venetië,
Pietro Paolo Girelli,Rome,,,,
Pietro Paolo Petrucci,,,,,
Pietro Rotari,Verona,1707-09-30,1762-08-31,Sint-Petersburg,
Pignolet Frères,,,,,
Polidorus Carolus Joannes Ego,Hoofdplaat,1872-04-18,1935,,
Polman & Hohmann,,,,,
Pompeo Pozzi,,1817,,,
Pordenone,Pordenone,1484,1539-01-13,Ferrara (stad),
Portier,,,,,
Poulton,,,,,
Presse-Photo GMBH,,,,,
Pricam,,,,,
Prosper Crébassol,,,,,
Provost,,,,,
Pseudo-Ambrodigio di Baldese,,,,,
Quinby,,,,,
Quiringh Gerritsz. van Brekelenkam,Zwammerdam,1622,1669,Leiden,
R. Elzinga,,,,,
R. Lowe,,,,,
R. Severin,,,,,
R. Steidl,,,,,
R. Vetault,,,,,
R. van Burgh,Leiden,1658,1688,Den Haag,
R.J.M. Little,,,,,
Rachel Ruysch,Den Haag,1664-06-03,1750-08-12,Amsterdam,
Raden Sarief Bastaman Saleh,Semarang,1814,1880-04-23,Buitenzorg,
Rafael Areñas,Barcelona,1846-02-13,1891-04-02,Barcelona,
Rafael Garzón,Granada,1863,1923,,
Rafaël Camphuysen (I),Gorinchem,1597,1657,Amsterdam,
Raffaello Vanni,Siena,1587-10-04,1678-11-29,Siena,
Raimond Wouda,Amsterdam,1964-10-16,,,
Raimund von Stillfried-Ratenitz,Tsjechië,1839-08-06,1911-08-12,Wenen,
Raphael Morghen,Napels,1758-06-19,1833-04-08,Florence,
Raphaël Eugène Gilbert,Laval,1862-02-15,1913-03-27,Cancale,
Raphaël Sadeler (I),Antwerpen,1560,,Venetië,
Raphaël Sadeler (II),Antwerpen,1584-12-20,1632,München,
Raux,,,,,
Raverdy,,,,,
Regeringsvoorlichtingsdienst,,,,,
Reinier Evert Johannes Roeterink,Zutphen,1831-11-25,1913-01-01,Rotterdam,
Reinier Nooms,Amsterdam,1624,1664,Amsterdam,
Reinier Ottens (I),,1698,1750-09-01,,
Reinier Vinkeles (I),Amsterdam,1741-06-19,1816-01-30,Amsterdam,
Reinier van Persijn,Alkmaar,1614,1668-11-23,Gouda,
Reinier van der Lingen,De Lier,1966-12-18,,,
Reinierus Albertus Ludovicus baron van Isendoorn à Blois,Kasteel Cannenburgh,1786-02-16,1856-03-04,Kasteel Cannenburgh,
Rembrandt van Rijn,Leiden,1606-07-15,1669-10-08,Amsterdam,
Remigius Adrianus Haanen,Oosterhout,1812-01-05,1894-08-13,Bad Aussee,
Remoldus Eynhoudts,Antwerpen,1613,1680,Antwerpen,
Reynier Blokhuysen,Amsterdam,1683,1744,,
Riccardo Marzocchini,Livorno,1843,1910,Livorno,
Richard Allen & Son,,,,,
Richard Beard,Londen,1802,1888,Londen,
Richard Brakenburg,,1650-05-22,1702-12-28,Haarlem,
Richard Collin,Luxemburg,1627,1697,Brussel,
Richard Kameke,Berlijn,1947,1898,,
Richard Nicolaüs Roland Holst,,1868,1938,,
Richard Tepe,Amsterdam,1864,1952,Apeldoorn,
Richard van Orley (II),Brussel,1663-07-16,1732-06-20,Brussel,
Riolet,,,,,
